"k","alpha","delta","burnin","iter","perplexity"
20,0.4,0.05,50,300,629.857270118418
20,0.4,0.05,50,300,660.509732513482
20,0.4,0.05,50,300,669.642697684518
20,0.4,0.05,50,300,707.411038969636
20,0.4,0.05,50,300,704.935597771719
20,0.001,0.1,50,300,656.573290167029
20,0.001,0.1,50,300,677.040101457898
20,0.001,0.1,50,300,680.460686416119
20,0.001,0.1,50,300,717.433736387201
20,0.001,0.1,50,300,717.237328428248
20,0.005,0.1,50,300,644.93799254866
20,0.005,0.1,50,300,663.765445987773
20,0.005,0.1,50,300,663.651193906645
20,0.005,0.1,50,300,701.116817934428
20,0.005,0.1,50,300,703.036566088036
20,0.01,0.1,50,300,636.956925343459
20,0.01,0.1,50,300,664.42476673887
20,0.01,0.1,50,300,665.220634895881
20,0.01,0.1,50,300,696.281804781568
20,0.01,0.1,50,300,699.421929058966
20,0.05,0.1,50,300,626.358408500285
20,0.05,0.1,50,300,658.105041183627
20,0.05,0.1,50,300,658.724837365933
20,0.05,0.1,50,300,698.985963085769
20,0.05,0.1,50,300,689.580596406663
20,0.1,0.1,50,300,626.111139497362
20,0.1,0.1,50,300,658.922909938431
20,0.1,0.1,50,300,664.078987631648
20,0.1,0.1,50,300,691.838750485027
20,0.1,0.1,50,300,692.839231476925
20,0.15,0.1,50,300,630.238157660332
20,0.15,0.1,50,300,660.837034642106
20,0.15,0.1,50,300,662.676221899055
20,0.15,0.1,50,300,698.697586393483
20,0.15,0.1,50,300,692.773825034985
20,0.2,0.1,50,300,633.211657221759
20,0.2,0.1,50,300,663.06909915323
20,0.2,0.1,50,300,665.839190068092
20,0.2,0.1,50,300,691.791512858876
20,0.2,0.1,50,300,694.361331309765
20,0.25,0.1,50,300,635.890037998883
20,0.25,0.1,50,300,665.186741051971
20,0.25,0.1,50,300,666.244737913202
20,0.25,0.1,50,300,699.154113212477
20,0.25,0.1,50,300,697.845598430631
20,0.3,0.1,50,300,634.071759441781
20,0.3,0.1,50,300,666.272808337142
20,0.3,0.1,50,300,668.144581020945
20,0.3,0.1,50,300,703.740750798766
20,0.3,0.1,50,300,702.504840414896
20,0.35,0.1,50,300,641.333569297936
20,0.35,0.1,50,300,668.83375331082
20,0.35,0.1,50,300,668.906549130358
20,0.35,0.1,50,300,694.308859314469
20,0.35,0.1,50,300,704.61029407107
20,0.4,0.1,50,300,629.584341867154
20,0.4,0.1,50,300,670.004245962901
20,0.4,0.1,50,300,676.458050737327
20,0.4,0.1,50,300,703.359703466244
20,0.4,0.1,50,300,705.932464213649
20,0.001,0.2,50,300,672.082907755617
20,0.001,0.2,50,300,706.607815417614
20,0.001,0.2,50,300,710.046467215051
20,0.001,0.2,50,300,735.698404523885
20,0.001,0.2,50,300,732.887987691283
20,0.005,0.2,50,300,661.693472587648
20,0.005,0.2,50,300,689.817831236087
20,0.005,0.2,50,300,689.3668812362
20,0.005,0.2,50,300,728.364512723384
20,0.005,0.2,50,300,712.202248605698
20,0.01,0.2,50,300,653.054430365555
20,0.01,0.2,50,300,683.303487542372
20,0.01,0.2,50,300,678.823383218725
20,0.01,0.2,50,300,718.145120197822
20,0.01,0.2,50,300,710.5694204493
20,0.05,0.2,50,300,645.447807414589
20,0.05,0.2,50,300,679.980675893462
20,0.05,0.2,50,300,680.307517706876
20,0.05,0.2,50,300,699.918781280066
20,0.05,0.2,50,300,699.741644610556
20,0.1,0.2,50,300,639.446885474917
20,0.1,0.2,50,300,668.797836486282
20,0.1,0.2,50,300,684.537041380692
20,0.1,0.2,50,300,710.524347184498
20,0.1,0.2,50,300,706.379226880937
20,0.15,0.2,50,300,645.609979464122
20,0.15,0.2,50,300,681.213689764143
20,0.15,0.2,50,300,674.604014108502
20,0.15,0.2,50,300,702.551512651686
20,0.15,0.2,50,300,708.437332062916
20,0.2,0.2,50,300,638.345682774339
20,0.2,0.2,50,300,675.782016355695
20,0.2,0.2,50,300,678.744968679902
20,0.2,0.2,50,300,705.39080123255
20,0.2,0.2,50,300,715.709693206102
20,0.25,0.2,50,300,647.867056897943
20,0.25,0.2,50,300,688.645209078438
20,0.25,0.2,50,300,693.078211114423
20,0.25,0.2,50,300,718.971348845195
20,0.25,0.2,50,300,715.510363498949
20,0.3,0.2,50,300,648.955358622211
20,0.3,0.2,50,300,693.343503697988
20,0.3,0.2,50,300,683.615898642623
20,0.3,0.2,50,300,717.920160349915
20,0.3,0.2,50,300,719.77793358068
20,0.35,0.2,50,300,654.074781026491
20,0.35,0.2,50,300,685.064166043353
20,0.35,0.2,50,300,689.573094135047
20,0.35,0.2,50,300,713.616104345409
20,0.35,0.2,50,300,722.726719452816
20,0.4,0.2,50,300,657.080752907426
20,0.4,0.2,50,300,685.096278159512
20,0.4,0.2,50,300,687.009469735467
20,0.4,0.2,50,300,725.426486377766
20,0.4,0.2,50,300,723.288634913435
25,0.001,0.001,50,300,676.760343999544
25,0.001,0.001,50,300,705.210502485374
25,0.001,0.001,50,300,699.541857799363
25,0.001,0.001,50,300,718.930304845524
25,0.001,0.001,50,300,738.873764678506
25,0.005,0.001,50,300,672.112184777523
25,0.005,0.001,50,300,701.381818384531
25,0.005,0.001,50,300,691.261973504236
25,0.005,0.001,50,300,716.132425160639
25,0.005,0.001,50,300,730.950139935657
25,0.01,0.001,50,300,665.123457634173
25,0.01,0.001,50,300,697.365777644491
25,0.01,0.001,50,300,690.643798545031
25,0.01,0.001,50,300,724.039225126901
25,0.01,0.001,50,300,734.942083902581
25,0.05,0.001,50,300,667.496824392011
25,0.05,0.001,50,300,696.251192147332
25,0.05,0.001,50,300,693.839024347416
25,0.05,0.001,50,300,717.413123556868
25,0.05,0.001,50,300,735.586632320273
25,0.1,0.001,50,300,679.284156850794
25,0.1,0.001,50,300,703.173634921
25,0.1,0.001,50,300,698.83508562945
25,0.1,0.001,50,300,725.3280231607
25,0.1,0.001,50,300,740.507589235979
25,0.15,0.001,50,300,678.936118233955
25,0.15,0.001,50,300,710.340775993804
25,0.15,0.001,50,300,701.348607580849
25,0.15,0.001,50,300,729.463211856308
25,0.15,0.001,50,300,743.145540742078
25,0.2,0.001,50,300,687.892659105229
25,0.2,0.001,50,300,708.952865706954
25,0.2,0.001,50,300,706.013495433124
25,0.2,0.001,50,300,731.858934339907
25,0.2,0.001,50,300,739.713695812674
25,0.25,0.001,50,300,684.871687730182
25,0.25,0.001,50,300,717.186288772514
25,0.25,0.001,50,300,700.895970252972
25,0.25,0.001,50,300,733.376760423476
25,0.25,0.001,50,300,749.268736383654
25,0.3,0.001,50,300,694.384754211401
25,0.3,0.001,50,300,713.549093489594
25,0.3,0.001,50,300,711.218163649236
25,0.3,0.001,50,300,731.415301023922
25,0.3,0.001,50,300,747.809291465898
25,0.35,0.001,50,300,690.162748444538
25,0.35,0.001,50,300,714.807385395515
25,0.35,0.001,50,300,704.95801145438
25,0.35,0.001,50,300,737.256221946519
25,0.35,0.001,50,300,758.185784330965
25,0.4,0.001,50,300,692.119614357792
25,0.4,0.001,50,300,723.277316584276
25,0.4,0.001,50,300,705.320278978811
25,0.4,0.001,50,300,734.905806477921
25,0.4,0.001,50,300,771.215373766796
25,0.001,0.005,50,300,619.864630430748
25,0.001,0.005,50,300,647.879477980896
25,0.001,0.005,50,300,642.957800222141
25,0.001,0.005,50,300,687.589746554339
25,0.001,0.005,50,300,687.355255304439
25,0.005,0.005,50,300,621.71968704046
25,0.005,0.005,50,300,633.767240132925
25,0.005,0.005,50,300,644.855341638268
25,0.005,0.005,50,300,677.665690369804
25,0.005,0.005,50,300,680.431323079783
25,0.01,0.005,50,300,615.339085858358
25,0.01,0.005,50,300,637.999544746532
25,0.01,0.005,50,300,632.550996082299
25,0.01,0.005,50,300,666.053480502856
25,0.01,0.005,50,300,675.49645736396
25,0.05,0.005,50,300,617.671312658772
25,0.05,0.005,50,300,626.628460460538
25,0.05,0.005,50,300,632.879147159253
25,0.05,0.005,50,300,674.674395754709
25,0.05,0.005,50,300,667.287737166926
25,0.1,0.005,50,300,606.93600074392
25,0.1,0.005,50,300,652.989161488154
25,0.1,0.005,50,300,643.585626988585
25,0.1,0.005,50,300,670.204038671765
25,0.1,0.005,50,300,676.716804186023
25,0.15,0.005,50,300,613.149738079411
25,0.15,0.005,50,300,648.532265874885
25,0.15,0.005,50,300,648.573594564749
25,0.15,0.005,50,300,678.106910748515
25,0.15,0.005,50,300,682.784824109968
25,0.2,0.005,50,300,616.897680766295
25,0.2,0.005,50,300,648.936849348582
25,0.2,0.005,50,300,652.688156861401
25,0.2,0.005,50,300,683.185531740011
25,0.2,0.005,50,300,684.736077387385
25,0.25,0.005,50,300,624.89872736475
25,0.25,0.005,50,300,648.173127178363
25,0.25,0.005,50,300,650.550197594396
25,0.25,0.005,50,300,680.78632118803
25,0.25,0.005,50,300,693.366506147807
25,0.3,0.005,50,300,627.087246252986
25,0.3,0.005,50,300,654.910319496611
25,0.3,0.005,50,300,655.609617252163
25,0.3,0.005,50,300,686.28524473385
25,0.3,0.005,50,300,693.663776494305
25,0.35,0.005,50,300,637.846196588083
25,0.35,0.005,50,300,654.140038370397
25,0.35,0.005,50,300,653.971438782704
25,0.35,0.005,50,300,690.825842873414
25,0.35,0.005,50,300,709.262369036935
25,0.4,0.005,50,300,637.851350707935
25,0.4,0.005,50,300,662.084755400959
25,0.4,0.005,50,300,667.023033633732
25,0.4,0.005,50,300,691.946583140461
25,0.4,0.005,50,300,697.894144420148
25,0.001,0.01,50,300,617.361792216212
25,0.001,0.01,50,300,633.528547432841
25,0.001,0.01,50,300,643.230751462816
25,0.001,0.01,50,300,671.389997095788
25,0.001,0.01,50,300,662.457058367832
25,0.005,0.01,50,300,599.853729068335
25,0.005,0.01,50,300,629.758569031262
25,0.005,0.01,50,300,626.722613048703
25,0.005,0.01,50,300,658.247466017233
25,0.005,0.01,50,300,667.350040503887
25,0.01,0.01,50,300,596.72488370855
25,0.01,0.01,50,300,621.743006265991
25,0.01,0.01,50,300,626.084323061468
25,0.01,0.01,50,300,651.783562167877
25,0.01,0.01,50,300,661.321594763314
25,0.05,0.01,50,300,592.896242335983
25,0.05,0.01,50,300,626.89156111244
25,0.05,0.01,50,300,626.914257039353
25,0.05,0.01,50,300,659.23740627125
25,0.05,0.01,50,300,662.663654781546
25,0.1,0.01,50,300,599.596000328982
25,0.1,0.01,50,300,626.990872526049
25,0.1,0.01,50,300,620.438572889056
25,0.1,0.01,50,300,654.600996487659
25,0.1,0.01,50,300,661.624439635967
25,0.15,0.01,50,300,598.678476529411
25,0.15,0.01,50,300,623.660633629266
25,0.15,0.01,50,300,630.891484929793
25,0.15,0.01,50,300,666.954113143336
25,0.15,0.01,50,300,665.865316871701
25,0.2,0.01,50,300,612.738460414568
25,0.2,0.01,50,300,634.081033424664
25,0.2,0.01,50,300,627.558131284396
25,0.2,0.01,50,300,656.471471360104
25,0.2,0.01,50,300,672.88209331769
25,0.25,0.01,50,300,611.961385627242
25,0.25,0.01,50,300,635.839461290128
25,0.25,0.01,50,300,639.187511709606
25,0.25,0.01,50,300,670.214495520351
25,0.25,0.01,50,300,681.694005959597
25,0.3,0.01,50,300,613.828546798673
25,0.3,0.01,50,300,632.782650877208
25,0.3,0.01,50,300,637.823985267134
25,0.3,0.01,50,300,664.296299179906
25,0.3,0.01,50,300,683.533615968661
25,0.35,0.01,50,300,608.454021515231
25,0.35,0.01,50,300,646.441020852624
25,0.35,0.01,50,300,636.055493582305
25,0.35,0.01,50,300,667.243187911334
25,0.35,0.01,50,300,680.259080539098
25,0.4,0.01,50,300,628.866053378869
25,0.4,0.01,50,300,648.212917850089
25,0.4,0.01,50,300,648.791213771677
25,0.4,0.01,50,300,673.079617861468
25,0.4,0.01,50,300,683.513456263878
25,0.001,0.05,50,300,613.681254477615
25,0.001,0.05,50,300,626.410697073568
25,0.001,0.05,50,300,640.019047669134
25,0.001,0.05,50,300,669.515533341084
25,0.001,0.05,50,300,669.394901027238
25,0.005,0.05,50,300,603.260509404288
25,0.005,0.05,50,300,605.670817753325
25,0.005,0.05,50,300,625.291747357744
25,0.005,0.05,50,300,654.694441479159
25,0.005,0.05,50,300,648.533816184414
25,0.01,0.05,50,300,593.021484447171
25,0.01,0.05,50,300,614.547699768337
25,0.01,0.05,50,300,616.047056949749
25,0.01,0.05,50,300,643.811597581465
25,0.01,0.05,50,300,649.038531090799
25,0.05,0.05,50,300,603.264335088045
25,0.05,0.05,50,300,609.602016250422
25,0.05,0.05,50,300,608.071669135591
25,0.05,0.05,50,300,645.105047032476
25,0.05,0.05,50,300,642.414831900613
25,0.1,0.05,50,300,598.465205163822
25,0.1,0.05,50,300,624.519702557387
25,0.1,0.05,50,300,623.595392846727
25,0.1,0.05,50,300,644.614527634872
25,0.1,0.05,50,300,654.310969860227
25,0.15,0.05,50,300,591.390523997855
25,0.15,0.05,50,300,621.614073180035
25,0.15,0.05,50,300,619.861224365313
25,0.15,0.05,50,300,645.223618571207
25,0.15,0.05,50,300,653.580730820412
25,0.2,0.05,50,300,590.741447628636
25,0.2,0.05,50,300,615.757208631452
25,0.2,0.05,50,300,623.479317167153
25,0.2,0.05,50,300,655.947165312351
25,0.2,0.05,50,300,653.582393903217
25,0.25,0.05,50,300,596.00261690866
25,0.25,0.05,50,300,630.073397334163
25,0.25,0.05,50,300,628.733616602985
25,0.25,0.05,50,300,656.906138900444
25,0.25,0.05,50,300,658.990486584316
25,0.3,0.05,50,300,611.341454580067
25,0.3,0.05,50,300,621.842664111874
25,0.3,0.05,50,300,633.261593301549
25,0.3,0.05,50,300,655.123702940065
25,0.3,0.05,50,300,654.400833567795
25,0.35,0.05,50,300,607.121629930532
25,0.35,0.05,50,300,622.006995380368
25,0.35,0.05,50,300,635.757006958905
25,0.35,0.05,50,300,665.75055414922
25,0.35,0.05,50,300,665.3828539369
25,0.4,0.05,50,300,610.344718647325
25,0.4,0.05,50,300,635.90478732932
25,0.4,0.05,50,300,629.21692448915
25,0.4,0.05,50,300,664.449272634051
25,0.4,0.05,50,300,671.527784002415
25,0.001,0.1,50,300,629.414962125547
25,0.001,0.1,50,300,642.888300463714
25,0.001,0.1,50,300,653.961323603721
25,0.001,0.1,50,300,686.331854620609
25,0.001,0.1,50,300,677.439901779949
25,0.005,0.1,50,300,604.12538279747
25,0.005,0.1,50,300,630.552568264508
25,0.005,0.1,50,300,632.362629537856
25,0.005,0.1,50,300,665.906231010339
25,0.005,0.1,50,300,665.614012820689
25,0.01,0.1,50,300,603.048156569779
25,0.01,0.1,50,300,623.001945849346
25,0.01,0.1,50,300,630.804924051921
25,0.01,0.1,50,300,662.116951959045
25,0.01,0.1,50,300,654.973153096363
25,0.05,0.1,50,300,590.555670804142
25,0.05,0.1,50,300,623.593750417503
25,0.05,0.1,50,300,624.05945794408
25,0.05,0.1,50,300,660.588937720452
25,0.05,0.1,50,300,649.18145354201
25,0.1,0.1,50,300,596.97322797604
25,0.1,0.1,50,300,625.399221905256
25,0.1,0.1,50,300,625.963811783085
25,0.1,0.1,50,300,667.625411554575
25,0.1,0.1,50,300,658.210289486726
25,0.15,0.1,50,300,598.776153244101
25,0.15,0.1,50,300,623.784278119354
25,0.15,0.1,50,300,625.617741769706
25,0.15,0.1,50,300,660.066629283563
25,0.15,0.1,50,300,663.164642645078
25,0.2,0.1,50,300,604.727013269867
25,0.2,0.1,50,300,629.84942145984
25,0.2,0.1,50,300,636.916869213445
25,0.2,0.1,50,300,664.348381436797
25,0.2,0.1,50,300,669.858471477655
25,0.25,0.1,50,300,604.908422572587
25,0.25,0.1,50,300,627.978465382296
25,0.25,0.1,50,300,632.536709382541
25,0.25,0.1,50,300,668.427731146275
25,0.25,0.1,50,300,668.913831169767
25,0.3,0.1,50,300,606.87811980978
25,0.3,0.1,50,300,626.374005539166
25,0.3,0.1,50,300,644.908820857621
25,0.3,0.1,50,300,667.752259678024
25,0.3,0.1,50,300,670.719245155788
25,0.35,0.1,50,300,614.442511213748
25,0.35,0.1,50,300,634.954796448789
25,0.35,0.1,50,300,633.990047249294
25,0.35,0.1,50,300,669.068243030265
25,0.35,0.1,50,300,671.082745865752
25,0.4,0.1,50,300,618.863344276259
25,0.4,0.1,50,300,637.864230405246
25,0.4,0.1,50,300,637.292517160532
25,0.4,0.1,50,300,672.429247720249
25,0.4,0.1,50,300,670.218627309654
25,0.001,0.2,50,300,651.56862668181
25,0.001,0.2,50,300,676.01729294589
25,0.001,0.2,50,300,678.209174498142
25,0.001,0.2,50,300,705.855010361711
25,0.001,0.2,50,300,700.146333862095
25,0.005,0.2,50,300,625.354742321857
25,0.005,0.2,50,300,654.187904628491
25,0.005,0.2,50,300,656.487904776889
25,0.005,0.2,50,300,677.206193286819
25,0.005,0.2,50,300,686.370290459594
25,0.01,0.2,50,300,619.192135200409
25,0.01,0.2,50,300,649.735545759771
25,0.01,0.2,50,300,652.76398784652
25,0.01,0.2,50,300,682.029823020996
25,0.01,0.2,50,300,679.486480656218
25,0.05,0.2,50,300,618.503522196578
25,0.05,0.2,50,300,643.160698490085
25,0.05,0.2,50,300,642.800207190263
25,0.05,0.2,50,300,672.958250413466
25,0.05,0.2,50,300,682.852080308905
25,0.1,0.2,50,300,621.6792871439
25,0.1,0.2,50,300,653.21300813882
25,0.1,0.2,50,300,652.622441855588
25,0.1,0.2,50,300,679.128048013245
25,0.1,0.2,50,300,677.578359578558
25,0.15,0.2,50,300,625.595818939777
25,0.15,0.2,50,300,645.814224280353
25,0.15,0.2,50,300,651.025678186367
25,0.15,0.2,50,300,680.5049487687
25,0.15,0.2,50,300,681.540946009574
25,0.2,0.2,50,300,629.125564564443
25,0.2,0.2,50,300,656.000306651342
25,0.2,0.2,50,300,654.901086748936
25,0.2,0.2,50,300,680.178765826407
25,0.2,0.2,50,300,682.721168883212
25,0.25,0.2,50,300,632.999899218591
25,0.25,0.2,50,300,653.779995370371
25,0.25,0.2,50,300,657.710136050654
25,0.25,0.2,50,300,686.765493914862
25,0.25,0.2,50,300,686.315561742939
25,0.3,0.2,50,300,624.58108528602
25,0.3,0.2,50,300,653.816031980294
25,0.3,0.2,50,300,659.650030579715
25,0.3,0.2,50,300,681.95980450179
25,0.3,0.2,50,300,686.702987842025
25,0.35,0.2,50,300,632.692650090312
25,0.35,0.2,50,300,657.704333072274
25,0.35,0.2,50,300,663.920999597311
25,0.35,0.2,50,300,685.398822494554
25,0.35,0.2,50,300,691.991202067611
25,0.4,0.2,50,300,628.146452551827
25,0.4,0.2,50,300,661.116709402894
25,0.4,0.2,50,300,664.511311465022
25,0.4,0.2,50,300,691.624794517577
25,0.4,0.2,50,300,701.399024846508
